买入日期,卖出日期,持仓股票,选股结果,选股日期,持仓涨跌,同期指数涨跌,资金曲线,ma_5,signal,pos
2012-10-08,2012-10-12,中江地产(sh600053) 三房巷(sh600370) 大连圣亚(sh600593) 外高桥(sh600648) 新南洋(sh600661) 交运股份(sh600676) 华电能源(sh600726) 金陵饭店(sh601007) 龙江交通(sh601188) 宜华地产(sz000150) 友利控股(sz000584) 荣丰控股(sz000668) 长源电力(sz000966) 大庆华科(sz000985) 广博股份(sz002103) 广陆数测(sz002175) 科冕木业(sz002354) 齐星铁塔(sz002359) 科远股份(sz002380) 群兴玩具(sz002575) 上海新阳(sz300236) 金明精机(sz300281),中江地产(sh600053) 营口港(sh600317) 万里股份(sh600847) 金陵饭店(sh601007) 深南电Ａ(sz000037) 民生投资(sz000416) 荣丰控股(sz000668) 长源电力(sz000966) 大庆华科(sz000985) 特尔佳(sz002213) 科冕木业(sz002354) 科远股份(sz002380) 双象股份(sz002395) 步森股份(sz002569) 群兴玩具(sz002575) 经纬电材(sz300120) 阳谷华泰(sz300121) 科泰电源(sz300153) 高盟新材(sz300200) 上海新阳(sz300236) 金明精机(sz300281),2012-09-28,0.01970782254042169,0.004980136146979453,31.79060134924395,31.59776607765001,1.0,0.0
2012-10-15,2012-10-19,中江地产(sh600053) 营口港(sh600317) 万里股份(sh600847) 金陵饭店(sh601007) 深南电Ａ(sz000037) 民生投资(sz000416) 荣丰控股(sz000668) 长源电力(sz000966) 大庆华科(sz000985) 特尔佳(sz002213) 科冕木业(sz002354) 科远股份(sz002380) 双象股份(sz002395) 步森股份(sz002569) 群兴玩具(sz002575) 经纬电材(sz300120) 阳谷华泰(sz300121) 科泰电源(sz300153) 高盟新材(sz300200) 上海新阳(sz300236) 金明精机(sz300281),金陵饭店(sh601007) 深南电Ａ(sz000037) 大庆华科(sz000985) 山东威达(sz002026) 帝龙新材(sz002247) 中联电气(sz002323) 漫步者(sz002351) 新亚制程(sz002388) 双象股份(sz002395) 金利华电(sz300069) 智云股份(sz300097) 双林股份(sz300100) 经纬电材(sz300120) 阳谷华泰(sz300121) 天瑞仪器(sz300165) 松德股份(sz300173) 力源信息(sz300184) 明家科技(sz300242),2012-10-12,0.02899176926439528,0.012123947182288708,32.7122671283376,31.71974172354582,,1.0
2012-10-22,2012-10-26,金陵饭店(sh601007) 深南电Ａ(sz000037) 大庆华科(sz000985) 山东威达(sz002026) 帝龙新材(sz002247) 中联电气(sz002323) 漫步者(sz002351) 新亚制程(sz002388) 双象股份(sz002395) 金利华电(sz300069) 智云股份(sz300097) 双林股份(sz300100) 经纬电材(sz300120) 阳谷华泰(sz300121) 天瑞仪器(sz300165) 松德股份(sz300173) 力源信息(sz300184) 明家科技(sz300242),保税科技(sh600794) 特力Ａ(sz000025) 大庆华科(sz000985) 山东威达(sz002026) 帝龙新材(sz002247) 中联电气(sz002323) 双象股份(sz002395) 步森股份(sz002569) 群兴玩具(sz002575) 金利华电(sz300069) 智云股份(sz300097) 中航电测(sz300114) 坚瑞消防(sz300116) 经纬电材(sz300120) 阳谷华泰(sz300121) 福安药业(sz300194) 明家科技(sz300242),2012-10-19,-0.022624131920712776,-0.036253413763092435,31.972180481400496,31.678046544486705,,1.0
2012-10-29,2012-11-02,保税科技(sh600794) 特力Ａ(sz000025) 大庆华科(sz000985) 山东威达(sz002026) 帝龙新材(sz002247) 中联电气(sz002323) 双象股份(sz002395) 步森股份(sz002569) 群兴玩具(sz002575) 金利华电(sz300069) 智云股份(sz300097) 中航电测(sz300114) 坚瑞消防(sz300116) 经纬电材(sz300120) 阳谷华泰(sz300121) 福安药业(sz300194) 明家科技(sz300242),宁波热电(sh600982) 博威合金(sh601137) 深南电Ａ(sz000037) 石油济柴(sz000617) 大庆华科(sz000985) 山东威达(sz002026) 帝龙新材(sz002247) 乐通股份(sz002319) 中联电气(sz002323) 双象股份(sz002395) 嘉麟杰(sz002486) 金字火腿(sz002515) 群兴玩具(sz002575) 天龙集团(sz300063) 金利华电(sz300069) 新开源(sz300109) 坚瑞消防(sz300116) 经纬电材(sz300120) 阳谷华泰(sz300121) 松德股份(sz300173) 高盟新材(sz300200),2012-10-26,0.03358184974746914,0.02618432232607204,33.04586544242585,32.1394201995449,,1.0
2012-11-05,2012-11-09,宁波热电(sh600982) 博威合金(sh601137) 深南电Ａ(sz000037) 石油济柴(sz000617) 大庆华科(sz000985) 山东威达(sz002026) 帝龙新材(sz002247) 乐通股份(sz002319) 中联电气(sz002323) 双象股份(sz002395) 嘉麟杰(sz002486) 金字火腿(sz002515) 群兴玩具(sz002575) 天龙集团(sz300063) 金利华电(sz300069) 新开源(sz300109) 坚瑞消防(sz300116) 经纬电材(sz300120) 阳谷华泰(sz300121) 松德股份(sz300173) 高盟新材(sz300200),S中纺机(sh600610) 博威合金(sh601137) 杭齿前进(sh601177) 天兴仪表(sz000710) 大庆华科(sz000985) 帝龙新材(sz002247) 新世纪(sz002280) 乐通股份(sz002319) 中联电气(sz002323) 科远股份(sz002380) 嘉麟杰(sz002486) 金字火腿(sz002515) 海立美达(sz002537) 台基股份(sz300046) 新开源(sz300109) 万讯自控(sz300112) 经纬电材(sz300120) 阳谷华泰(sz300121) 高盟新材(sz300200) 南通锻压(sz300280),2012-11-02,-0.026005414473634025,-0.028546409048149424,32.18649401495563,32.3414816832727,0.0,1.0
2012-11-12,2012-11-16,S中纺机(sh600610) 博威合金(sh601137) 杭齿前进(sh601177) 天兴仪表(sz000710) 大庆华科(sz000985) 帝龙新材(sz002247) 新世纪(sz002280) 乐通股份(sz002319) 中联电气(sz002323) 科远股份(sz002380) 嘉麟杰(sz002486) 金字火腿(sz002515) 海立美达(sz002537) 台基股份(sz300046) 新开源(sz300109) 万讯自控(sz300112) 经纬电材(sz300120) 阳谷华泰(sz300121) 高盟新材(sz300200) 南通锻压(sz300280),大庆华科(sz000985) 达意隆(sz002209) 新世纪(sz002280) 乐通股份(sz002319) 中联电气(sz002323) 漫步者(sz002351) 嘉麟杰(sz002486) 金字火腿(sz002515) 宏磊股份(sz002647) 长城集团(sz300089) 经纬电材(sz300120) 阳谷华泰(sz300121) 锐奇股份(sz300126) 鸿特精密(sz300176) 高盟新材(sz300200) 南通锻压(sz300280),2012-11-09,-0.03611624034302219,-0.028416900201702844,31.024038861312246,32.188169185686355,,0.0
2012-11-19,2012-11-23,大庆华科(sz000985) 达意隆(sz002209) 新世纪(sz002280) 乐通股份(sz002319) 中联电气(sz002323) 漫步者(sz002351) 嘉麟杰(sz002486) 金字火腿(sz002515) 宏磊股份(sz002647) 长城集团(sz300089) 经纬电材(sz300120) 阳谷华泰(sz300121) 锐奇股份(sz300126) 鸿特精密(sz300176) 高盟新材(sz300200) 南通锻压(sz300280),S中纺机(sh600610) 贵绳股份(sh600992) 昆百大Ａ(sz000560) 大庆华科(sz000985) 高金食品(sz002143) 江苏通润(sz002150) 海得控制(sz002184) 达意隆(sz002209) 新世纪(sz002280) 乐通股份(sz002319) 漫步者(sz002351) 嘉麟杰(sz002486) 金字火腿(sz002515) 新时达(sz002527) 金利华电(sz300069) 经纬电材(sz300120) 高盟新材(sz300200) 南通锻压(sz300280),2012-11-16,0.032848097991266416,0.007091547096323979,32.04311952991349,32.05433966600153,,0.0
2012-11-26,2012-11-30,S中纺机(sh600610) 贵绳股份(sh600992) 昆百大Ａ(sz000560) 大庆华科(sz000985) 高金食品(sz002143) 江苏通润(sz002150) 海得控制(sz002184) 达意隆(sz002209) 新世纪(sz002280) 乐通股份(sz002319) 漫步者(sz002351) 嘉麟杰(sz002486) 金字火腿(sz002515) 新时达(sz002527) 金利华电(sz300069) 经纬电材(sz300120) 高盟新材(sz300200) 南通锻压(sz300280),S中纺机(sh600610) 粤高速Ａ(sz000429) 华北高速(sz000916) 山东威达(sz002026) 南京港(sz002040) 方正电机(sz002196) 特尔佳(sz002213) 北化股份(sz002246) 帝龙新材(sz002247) 漫步者(sz002351) 嘉麟杰(sz002486) 天汽模(sz002510) 金利华电(sz300069) 建新股份(sz300107) 经纬电材(sz300120) 高盟新材(sz300200) 佳讯飞鸿(sz300213) 上海钢联(sz300226),2012-11-23,-0.07061431920458505,-0.0241804549683492,29.780416459117504,31.615986861544933,,0.0
2012-12-03,2012-12-07,S中纺机(sh600610) 粤高速Ａ(sz000429) 华北高速(sz000916) 山东威达(sz002026) 南京港(sz002040) 方正电机(sz002196) 特尔佳(sz002213) 北化股份(sz002246) 帝龙新材(sz002247) 漫步者(sz002351) 嘉麟杰(sz002486) 天汽模(sz002510) 金利华电(sz300069) 建新股份(sz300107) 经纬电材(sz300120) 高盟新材(sz300200) 佳讯飞鸿(sz300213) 上海钢联(sz300226),民丰特纸(sh600235) 特尔佳(sz002213) 北化股份(sz002246) 雅克科技(sz002409) 毅昌股份(sz002420) 万和电气(sz002543) 群兴玩具(sz002575) 新宁物流(sz300013) 三川股份(sz300066) 金利华电(sz300069) 鸿特精密(sz300176) 高盟新材(sz300200) 佳讯飞鸿(sz300213) 上海钢联(sz300226) 明家科技(sz300242),2012-11-30,0.05737902111244252,0.05005468158492477,31.48918760386254,31.304651293832272,1.0,0.0
2012-12-10,2012-12-14,民丰特纸(sh600235) 特尔佳(sz002213) 北化股份(sz002246) 雅克科技(sz002409) 毅昌股份(sz002420) 万和电气(sz002543) 群兴玩具(sz002575) 新宁物流(sz300013) 三川股份(sz300066) 金利华电(sz300069) 鸿特精密(sz300176) 高盟新材(sz300200) 佳讯飞鸿(sz300213) 上海钢联(sz300226) 明家科技(sz300242),新南洋(sh600661) 南京熊猫(sh600775) 长源电力(sz000966) 大庆华科(sz000985) 神剑股份(sz002361) 科远股份(sz002380) 万里扬(sz002434) 丰东股份(sz002530) 南方轴承(sz002553) 智云股份(sz300097) 高盟新材(sz300200) 佳讯飞鸿(sz300213) 明家科技(sz300242),2012-12-07,0.0418964511512514,0.04855881358044445,32.808472814100355,31.42904705366122,,1.0
